,Libro,Autor,Sinopsis
72,"[[' '], ['\n            Ficha técnica de VELOCIDAD CUCHARA. COCINA RICO TODOS LOS DIAS\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de VELOCIDAD CUCHARA. COCINA RICO TODOS LOS DIAS\n      '], [' '], ['Nº de páginas:'], [' '], ['256'], ['Editorial:'], [' '], ['ANAYA MULTIMEDIA'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa dura'], ['ISBN:'], [' '], ['9788441544901'], ['Año de edición:'], [' '], ['2021'], ['Plaza de edición:'], [' '], ['ES'], [' '], ['Fecha de lanzamiento:'], [' '], ['25/11/2021']]",David de Jorge,"Tras el @xito de ventas de la primera versi@n, Mart@n Berasategui  vuelve con la recopilaci@n de recetas definitiva. @1150 nuevas recetas para chuparse los dedos! Diez a@os despu@s de la publicaci@n de Cocina en casa con Mart@n Berasategui, presentamos una nueva edici@n actualizada y con 50  recetas completamente in@ditas de la mano de Mart@n Berasategui, uno de  nuestros grandes chefs internacionales, 1150 recetas imprescindibles  para la cocina de cualquier casa. Tapas, bocadillos, ensaladas, sopas,  verduras, huevos, arroces, pescados, carnes, salsas, postres, panes,  conservas..., en el m@s completo recetario de cocina publicado en los  @ltimos a@os. Una cocina sin extravagancias ni ingredientes extra@os,  esa que nos reconforta a diario y es responsable de buena parte de nuestra felicidad. Un libro para gente como t@, a la que le gusta comer y cocinar de  verdad. Un nuevo libro del chef de las diez estrellas Michelin que pronto se convertir@ en un cl@sico."
73,"[[' '], ['\n            Ficha técnica de VELOCIDAD CUCHARA. COCINA RICO TODOS LOS DIAS\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de VELOCIDAD CUCHARA. COCINA RICO TODOS LOS DIAS\n      '], [' '], ['Nº de páginas:'], [' '], ['256'], ['Editorial:'], [' '], ['ANAYA MULTIMEDIA'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa dura'], ['ISBN:'], [' '], ['9788441544901'], ['Año de edición:'], [' '], ['2021'], ['Plaza de edición:'], [' '], ['ES'], [' '], ['Fecha de lanzamiento:'], [' '], ['25/11/2021']]",Martin Berasategui,"Un recetario único, sin patochadas, cargado de buen rollo y buenos  ingredientes por David de Jorge y Martín Berasategui.  Amantes de la cocina, ¡uníos! Vuelve la cocina de Robin Food para sacar el chef que llevas dentro. David de Jorge y Martin Berasategui, dos de las estrellas de nuestro  firmamento gastronomico, siempre han defendido la misma causa:  cocinar  sin patochadas y con una concentracion total en el disfrute. Por eso han  elaborado este irreverente pero practico recetario para el menu de cada  dia. Una cocina sencilla, llena de buen rollo y con sentido comun que  rehuye de las extravagancias, los postureos y los ingredientes exoticos,  y que contiene recetas para gente ocupada, preocupada y con buen paladar. Desde aperitivos, ensaladas, sopas y cremas, carnes, salsas y aderezos  hasta los postres, arroces y pastas, pero tambien platos y cocteles para  las ocasiones mas especiales, en estas paginas aprenderemos el arte, casi abandonado, de la gastronomia domestica de calidad. ¿Nostalgia de la buena cocina? He aqui un libro imprescindible para quienes nos gusta cocinar, disfrutar y compartir comida de verdad, sin verguenza."
74,"[[' '], ['\n            Ficha técnica de VELOCIDAD CUCHARA. COCINA RICO TODOS LOS DIAS\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de VELOCIDAD CUCHARA. COCINA RICO TODOS LOS DIAS\n      '], [' '], ['Nº de páginas:'], [' '], ['256'], ['Editorial:'], [' '], ['ANAYA MULTIMEDIA'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa dura'], ['ISBN:'], [' '], ['9788441544901'], ['Año de edición:'], [' '], ['2021'], ['Plaza de edición:'], [' '], ['ES'], [' '], ['Fecha de lanzamiento:'], [' '], ['25/11/2021']]",David de Jorge,"L’obesitat i l’excés de pes no són només un problema estètic, sinó també un important factor de risc en el desenvolupament de diverses malalties (diabetis, hipertensió, afeccions cardiovasculars, etc"
75,"[[' '], ['\n            Ficha técnica de VELOCIDAD CUCHARA. COCINA RICO TODOS LOS DIAS\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de VELOCIDAD CUCHARA. COCINA RICO TODOS LOS DIAS\n      '], [' '], ['Nº de páginas:'], [' '], ['256'], ['Editorial:'], [' '], ['ANAYA MULTIMEDIA'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa dura'], ['ISBN:'], [' '], ['9788441544901'], ['Año de edición:'], [' '], ['2021'], ['Plaza de edición:'], [' '], ['ES'], [' '], ['Fecha de lanzamiento:'], [' '], ['25/11/2021']]",Martin Berasategui,
76,"[[' '], ['\n            Ficha técnica de VELOCIDAD CUCHARA. COCINA RICO TODOS LOS DIAS\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de VELOCIDAD CUCHARA. COCINA RICO TODOS LOS DIAS\n      '], [' '], ['Nº de páginas:'], [' '], ['256'], ['Editorial:'], [' '], ['ANAYA MULTIMEDIA'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa dura'], ['ISBN:'], [' '], ['9788441544901'], ['Año de edición:'], [' '], ['2021'], ['Plaza de edición:'], [' '], ['ES'], [' '], ['Fecha de lanzamiento:'], [' '], ['25/11/2021']]",David de Jorge,"Una cocina de contrastes profundamente enraizada en la tradición andaluza: así se define la cocina de Dani García en Tragabuches.A partir de la interpretación y evolución de los sabores primarios, combinaciones reconocibles, Dani crea potenciando el contraste, ya sea de textura, de temperatura y, sobre todo, de sabor.Y ahi es donde mas afina el cocinero marbelli. Porque la suya es una cocina de contrastes pero tambien de matices, sutiles contraposiciones de sabores que se potencian y suavizan mutuamente. El resultado es sorprendente pero armonioso, emociona al tiempo que despierta sensaciones contrastadas en el comensal.El presente libro recoge la etapa de la consolidacion de Dani en Tragabuches, con una cocina madura y de fuerte personalidad propia.Entre los muchos valores añadidos de esta obra, destacan la poco convencional estructura de las recetas (especialmente concebida para dar un espacio prioritario a los comentarios de Dani, destinados al lector avido de una informacion que vaya mas alla de la mera formula), la clasificacion de las mismas en bloques de contrastes gustativos (dulce-salado, dulce-salado-tercer sabor y sabores matizados, eje de su filosofia culinaria), y la presentacion de los desarrollos cientifico-gastronomicos mas punteros de Dani.La principal innovacion es el uso del Nitrogeno Liquido, una tecnica que permite cocciones en frio hasta el punto de congelacion y se convierte en un perfecto aliado del recetario andaluz, que siempre ha combatido las altas temperaturas a base de sopas frias y ligeros entrantes.El excelente material fotografico de Mikel Alonso plasma la cocina de Dani en forma de contrastes de color, de luz y de textura."
77,"[[' '], ['\n            Ficha técnica de VELOCIDAD CUCHARA. COCINA RICO TODOS LOS DIAS\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de VELOCIDAD CUCHARA. COCINA RICO TODOS LOS DIAS\n      '], [' '], ['Nº de páginas:'], [' '], ['256'], ['Editorial:'], [' '], ['ANAYA MULTIMEDIA'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa dura'], ['ISBN:'], [' '], ['9788441544901'], ['Año de edición:'], [' '], ['2021'], ['Plaza de edición:'], [' '], ['ES'], [' '], ['Fecha de lanzamiento:'], [' '], ['25/11/2021']]",David de Jorge,"Algunos de los más importantes estudios científicos de los últimos años demuestran que la alimentación influye en las enfermedades relacionadas con la degeneración del cerebro. En este libro el cocinero Martín Berasategui y el neurólogo Gurutz Linazasoro nos enseñan a comer de manera saludable para que nuestro cerebro tenga un ""envejecimiento exitoso"" y también para prevenir y paliar las dolencias propias del Alzheimer, Parkinson, ictus..., patologías cada vez más frecuentes en nuestra sociedad."
78,"[[' '], ['\n            Ficha técnica de VELOCIDAD CUCHARA. COCINA RICO TODOS LOS DIAS\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de VELOCIDAD CUCHARA. COCINA RICO TODOS LOS DIAS\n      '], [' '], ['Nº de páginas:'], [' '], ['256'], ['Editorial:'], [' '], ['ANAYA MULTIMEDIA'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa dura'], ['ISBN:'], [' '], ['9788441544901'], ['Año de edición:'], [' '], ['2021'], ['Plaza de edición:'], [' '], ['ES'], [' '], ['Fecha de lanzamiento:'], [' '], ['25/11/2021']]",David de Jorge,Recetas internacionales con valiosos consejos y especificaciones de todos los procesos e ingredientes.
79,"[[' '], ['\n            Ficha técnica de VELOCIDAD CUCHARA. COCINA RICO TODOS LOS DIAS\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de VELOCIDAD CUCHARA. COCINA RICO TODOS LOS DIAS\n      '], [' '], ['Nº de páginas:'], [' '], ['256'], ['Editorial:'], [' '], ['ANAYA MULTIMEDIA'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa dura'], ['ISBN:'], [' '], ['9788441544901'], ['Año de edición:'], [' '], ['2021'], ['Plaza de edición:'], [' '], ['ES'], [' '], ['Fecha de lanzamiento:'], [' '], ['25/11/2021']]",Martin Berasategui,"En el maremágnum incesante de actividad y bullicio del Palacio de Congresos y Auditorio, el visitante se encuentra de primeras con el restaurante Kursaal Martín Berasategui, con sus servicios de restaurante gastronómico de alto nivel, de restaurante bistrot con menú del día y de bar. Es Martín Berasategui quien capitanea esta nave que da prestigio al Restaurante Kursaal y que, al mismo tiempo, ofrece un servicio de calidad difícil de encontrar en otros Palacios de Congresos de todo el mundo. Lo último que haría Berasategui, donostiarra de pro, merecedor del máximo galardón de la ciudad, el Tambor de Oro, es descuidar la ocasión de servir a sus propia ciudad con generosidad y no colaborar debidamente en la difusión del buen nombre de San Sebastián. Sin ir más lejos, en este mismo libro ofrece una de sus recetas a las gentes de su ciudad. Se trata de unas Kokotxas de bacalao con berberechos, un plato de los de cortar la respiración a cualquiera. Compruébenlo."
80,"[[' '], ['\n            Ficha técnica de VELOCIDAD CUCHARA. COCINA RICO TODOS LOS DIAS\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de VELOCIDAD CUCHARA. COCINA RICO TODOS LOS DIAS\n      '], [' '], ['Nº de páginas:'], [' '], ['256'], ['Editorial:'], [' '], ['ANAYA MULTIMEDIA'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa dura'], ['ISBN:'], [' '], ['9788441544901'], ['Año de edición:'], [' '], ['2021'], ['Plaza de edición:'], [' '], ['ES'], [' '], ['Fecha de lanzamiento:'], [' '], ['25/11/2021']]",David de Jorge,"Te proponemos en este libro un viaje apasionante. Un viaje gastronómico por nuestra geografía, donde descubriremos creaciones culinarias populares, anónimas, ligadas a ancestrales usos y costumbres. Un recorrido por los lugares, pero sobretodo en el tiempo, en el discurrir constante y cíclico de las estaciones. Buscando los tesoros que nos ofrece la tierra y el mar, en cada momento, y en cada lugar. Intentamos de esta forma rescatar y poner en valor el legado de nuestros mayores. Nuestra vieja tradición, nuestra historia. Tradición sabia que ha llegado a nuestros días porque supo en todo momento renovarse, adaptándose a los nuevos tiempos. Queremos contribuir con este trabajo a la divulgación de un patrimonio ya universal, y a su modernización, que es sin duda, la garantía de que perdure."
81,"[[' '], ['\n            Ficha técnica de VELOCIDAD CUCHARA. COCINA RICO TODOS LOS DIAS\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de VELOCIDAD CUCHARA. COCINA RICO TODOS LOS DIAS\n      '], [' '], ['Nº de páginas:'], [' '], ['256'], ['Editorial:'], [' '], ['ANAYA MULTIMEDIA'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa dura'], ['ISBN:'], [' '], ['9788441544901'], ['Año de edición:'], [' '], ['2021'], ['Plaza de edición:'], [' '], ['ES'], [' '], ['Fecha de lanzamiento:'], [' '], ['25/11/2021']]",Martin Berasategui,
82,"[[' '], ['\n            Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n      '], [' '], ['Nº de páginas:'], [' '], ['240'], ['Editorial:'], [' '], ['AUTOR-EDITOR'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa dura'], ['ISBN:'], [' '], ['9788461360161'], ['Año de edición:'], [' '], ['2010'], ['Plaza de edición:'], [' '], ['MADRID'], [' '], ['Fecha de lanzamiento:'], [' '], ['04/03/2010']]",David de Jorge,
83,"[[' '], ['\n            Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n      '], [' '], ['Nº de páginas:'], [' '], ['240'], ['Editorial:'], [' '], ['AUTOR-EDITOR'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa dura'], ['ISBN:'], [' '], ['9788461360161'], ['Año de edición:'], [' '], ['2010'], ['Plaza de edición:'], [' '], ['MADRID'], [' '], ['Fecha de lanzamiento:'], [' '], ['04/03/2010']]",Martin Berasategui,Martín Berasategui es sin duda el cocinero con mejor presente y futuro de la actual Alta Cocina Vasca. Las recetas y apuntes reunidos en este cuaderno son la mejor expresión de su cocina. Ver otros l
84,"[[' '], ['\n            Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n      '], [' '], ['Nº de páginas:'], [' '], ['240'], ['Editorial:'], [' '], ['AUTOR-EDITOR'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa dura'], ['ISBN:'], [' '], ['9788461360161'], ['Año de edición:'], [' '], ['2010'], ['Plaza de edición:'], [' '], ['MADRID'], [' '], ['Fecha de lanzamiento:'], [' '], ['04/03/2010']]",David de Jorge,"El restaurante del Museo Guggenheim de Bilbao no es un restaurante de museo al uso, ni tampoco una especie de club exclusivo para amigos del Guggenheim, es un restaurante que apuesta por un espacio abierto a al ciudad en el que la cocina es el reflejo de la riqueza gastronómica de este país, no es un simple punto de avituallamiento en el que reponer fuerzas para continuar con el recorrido por las distintas exposiciones, sino un estímulo añadido a la curiosidad y los sentidos del visitante. Martín Berasategui ha podido trasladar estas ideas al restaurante Guggenheim Bilbao gracias a Josean Martínez Alija que está al frente de esta magnífica cocina."
85,"[[' '], ['\n            Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n      '], [' '], ['Nº de páginas:'], [' '], ['240'], ['Editorial:'], [' '], ['AUTOR-EDITOR'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa dura'], ['ISBN:'], [' '], ['9788461360161'], ['Año de edición:'], [' '], ['2010'], ['Plaza de edición:'], [' '], ['MADRID'], [' '], ['Fecha de lanzamiento:'], [' '], ['04/03/2010']]",David de Jorge,"Los domingos por la noche Berasategui -tres estrellas Michelin- deja de ser Berasategui para ser, simplemente, Martín. En este recetario Martín comparte con nosotros los platos que más le gustan, los que prepara en casa cuando cierra el restaurante y hace lo que más le apetece: compartir mesa con su familia y todos esos amigos que se apuntan porque saben que es él quien guisa. No se amilane el lector: las recetas que Martín prepara en su momento preferido de la semana son claras, concisas, prácticas, sabrosas y equilibradas, con fotos que ilustran el proceso de preparación. Esta es la cocina de verdad, la cocina de la sencillez."
86,"[[' '], ['\n            Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n      '], [' '], ['Nº de páginas:'], [' '], ['240'], ['Editorial:'], [' '], ['AUTOR-EDITOR'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa dura'], ['ISBN:'], [' '], ['9788461360161'], ['Año de edición:'], [' '], ['2010'], ['Plaza de edición:'], [' '], ['MADRID'], [' '], ['Fecha de lanzamiento:'], [' '], ['04/03/2010']]",Martin Berasategui,"En este libro encontrarás todas las recetas imprescindibles para la cocina de cualquier casa. Esa cocina que nos reconforta a diario y es responsable de buena parte de nuestra felicidad. En este libro no encontrarás extravagancias, ni ingredientes extraños, ni maneras absurdas de cocinar, tan en boga en algunos recetarios y libros de cocina modernos. Este libro es para la gente como tú, a la que le gusta comer y cocinar de verdad. Gente de hoy en día, normal y ocupada, pero no por ello indiferente. Porque con el comer no se juega, que es asunto muy serio.1200 platos de todo tipo y para todas las ocasiones, pero de factura 100% casera, que constituyen el relevo de las 1080 recetas de Simone Ortega. Cocina 'sin bobadas', en la que los manjares, los ingredientes y las formas de cocinar son de uso diario, todo ello en un estilo llano y fácil de seguir. Recetario de base clásica, pero puesto al día con sentido común y sentido de la economía de la mano de un chef de primera: Martín Berasategui"
87,"[[' '], ['\n            Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n      '], [' '], ['Nº de páginas:'], [' '], ['240'], ['Editorial:'], [' '], ['AUTOR-EDITOR'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa dura'], ['ISBN:'], [' '], ['9788461360161'], ['Año de edición:'], [' '], ['2010'], ['Plaza de edición:'], [' '], ['MADRID'], [' '], ['Fecha de lanzamiento:'], [' '], ['04/03/2010']]",Martin Berasategui,"Martín Berasategui te propone sus 150 recetas favoritas para  sorprender en la mesa con buena cocina y sin complicaciones. Tiene ocho estrellas Michelin y lleva 39 años dedicado en cuerpo y alma  a lo que mas le gusta en el mundo: cocinar. Y como esa es su pasion, ha  puesto todo su entusiasmo en compartir las recetas que mas le gustan con  todos los aficionados a la buena mesa. Platos que hunden sus raices en  la cocina casera, preparados con el beun hacer y la honestidad que  Martin pone en todo lo que hace. Eso si: con el toque del maestro. No espere el lector cocinero tecnicas sofisticadas ni ingredientes  raros. En estas 150 recetas Martin utiliza ºnicamente productos que se encuentran en el mercado y su elaboracion no requiere habilidades especiales: solo ganas de comer bien y de disfrutar cocinando. aCocina casera paso a paso de la mano de un maestro!"
88,"[[' '], ['\n            Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n      '], [' '], ['Nº de páginas:'], [' '], ['240'], ['Editorial:'], [' '], ['AUTOR-EDITOR'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa dura'], ['ISBN:'], [' '], ['9788461360161'], ['Año de edición:'], [' '], ['2010'], ['Plaza de edición:'], [' '], ['MADRID'], [' '], ['Fecha de lanzamiento:'], [' '], ['04/03/2010']]",David de Jorge,"Los consejos dietéticos y los sabrosos menús que presenta este libro consiguen que se puedan llevar a la práctica las recomendaciones médicas sin renunciar por ello a los placeres de la mesa.Martín Berasategui es un maestro reconocido en el arte del buen comer, pero también le preocupa la salud de sus comensales. En este libro se las ingenia para poner su imaginación culinaria al servicio de la tarea de perder kilos. Con recetas nuevas, ligeras, sabrosas, fáciles de preparar y con el sello inconfundible de su gran cocina."
89,"[[' '], ['\n            Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n      '], [' '], ['Nº de páginas:'], [' '], ['240'], ['Editorial:'], [' '], ['AUTOR-EDITOR'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa dura'], ['ISBN:'], [' '], ['9788461360161'], ['Año de edición:'], [' '], ['2010'], ['Plaza de edición:'], [' '], ['MADRID'], [' '], ['Fecha de lanzamiento:'], [' '], ['04/03/2010']]",David de Jorge,"Libro solidario en el que 10 Chefs con estrella michelin, además de destacados estudiantes de hostelería de Santo Domingo de la Calzada y particulares ofrecen sugestivos y deliciosos platos con un nexo comun, el aprovechamiento de alimentos."
90,"[[' '], ['\n            Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n      '], [' '], ['Nº de páginas:'], [' '], ['240'], ['Editorial:'], [' '], ['AUTOR-EDITOR'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa dura'], ['ISBN:'], [' '], ['9788461360161'], ['Año de edición:'], [' '], ['2010'], ['Plaza de edición:'], [' '], ['MADRID'], [' '], ['Fecha de lanzamiento:'], [' '], ['04/03/2010']]",Martin Berasategui,
91,"[[' '], ['\n            Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n      '], [' '], ['Nº de páginas:'], [' '], ['240'], ['Editorial:'], [' '], ['AUTOR-EDITOR'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa dura'], ['ISBN:'], [' '], ['9788461360161'], ['Año de edición:'], [' '], ['2010'], ['Plaza de edición:'], [' '], ['MADRID'], [' '], ['Fecha de lanzamiento:'], [' '], ['04/03/2010']]",Javirroyo,"En esta obra descubrimos al Antonio Bachour más gastronómico, a través de 52 creaciones únicas y distribuidas en tres grandes bloques. Inspiration es la recreación de grandes clásicos universales con un punto de modernidad; Creation recoge el resultado de las experiencias y viajes del autor por todo el mundo; y en Brunch encontramos deliciosas sugerencias para degustar entre el desayuno y la comida. Y todo ello a través de piezas con un formato que invita a la degustación. Es la medida del bocado, máximo dos.Un total de 344 páginas (español-inglés) con técnicas, consejos y fotografías paso a paso para disfrutar de lo mejor y de lo más inédito de uno de los pasteleros más conocidos del mundo."
92,"[[' '], ['\n            Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n      '], [' '], ['Nº de páginas:'], [' '], ['240'], ['Editorial:'], [' '], ['AUTOR-EDITOR'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa dura'], ['ISBN:'], [' '], ['9788461360161'], ['Año de edición:'], [' '], ['2010'], ['Plaza de edición:'], [' '], ['MADRID'], [' '], ['Fecha de lanzamiento:'], [' '], ['04/03/2010']]",David de Jorge,"¡Adentrate en el Colegio Hogwarts de Magia y Hechicería a traves de sus cocinas! Inspirado en las películas de Harry Potter, este libro contiene 45  recetas acompañadas de magníficas fotografías, y es una obra que todos los seguidores de la saga querran tener. Sus deliciosas recetas, desde los pasteles de calabaza hasta los muffins de buhos salados, pasando por las  espectrogafas de Luna o el castillo de Hogwarts de pan de jengibre, cautivaran tus sentidos. Invita a tus amigos a un banquete como los del Gran Comedor de Hogwarts ¡o disfruta de un pastel individual! La cocina de Hogwarts incluye numerosas recetas vegetarianas, veganas y sin gluten. ¡Es ideal para todos!"
93,"[[' '], ['\n            Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n      '], [' '], ['Nº de páginas:'], [' '], ['240'], ['Editorial:'], [' '], ['AUTOR-EDITOR'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa dura'], ['ISBN:'], [' '], ['9788461360161'], ['Año de edición:'], [' '], ['2010'], ['Plaza de edición:'], [' '], ['MADRID'], [' '], ['Fecha de lanzamiento:'], [' '], ['04/03/2010']]",Hasier Etxeberria,"Existen muchas y diferentes razones para optar por una dieta a base de alimentos crudos: preocupación por el medio ambiente, la voluntad de maximizar la ingesta de vitaminas y minerales u optar por opciones saludables para la familia. Sea cual sea la razon, existen numerosos beneficios para introducir los alimentos crudos en su dieta. Cocinar los alimentos a temperaturas elevadas destruye muchas de las enzimas que ayudan a realizar la digestion, de modo que los alimentos crudos son mas sencillos de digerir por parte del organismo. Al ingerir los alimentos crudos, se aprovecha todo el poder nutricional de cada ingrediente y se sabe exactamente que vitaminas y que minerales son los que su cuerpo digiere.Cuando uno conserva la energia de los alimentos, toda esa energia pasa a su organismo. Los seguidores de esta dieta aseguran que se sienten mas energeticos y, sin duda, evitan la sensacion de hinchazon y de letargia que a menudo sigue a una comida cocinada."
94,"[[' '], ['\n            Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n      '], [' '], ['Nº de páginas:'], [' '], ['240'], ['Editorial:'], [' '], ['AUTOR-EDITOR'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa dura'], ['ISBN:'], [' '], ['9788461360161'], ['Año de edición:'], [' '], ['2010'], ['Plaza de edición:'], [' '], ['MADRID'], [' '], ['Fecha de lanzamiento:'], [' '], ['04/03/2010']]",David de Jorge,
95,"[[' '], ['\n            Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n      '], [' '], ['Nº de páginas:'], [' '], ['240'], ['Editorial:'], [' '], ['AUTOR-EDITOR'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa dura'], ['ISBN:'], [' '], ['9788461360161'], ['Año de edición:'], [' '], ['2010'], ['Plaza de edición:'], [' '], ['MADRID'], [' '], ['Fecha de lanzamiento:'], [' '], ['04/03/2010']]",Hasier Etxeberria,
96,"[[' '], ['\n            Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n      '], [' '], ['Nº de páginas:'], [' '], ['240'], ['Editorial:'], [' '], ['AUTOR-EDITOR'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa dura'], ['ISBN:'], [' '], ['9788461360161'], ['Año de edición:'], [' '], ['2010'], ['Plaza de edición:'], [' '], ['MADRID'], [' '], ['Fecha de lanzamiento:'], [' '], ['04/03/2010']]",David de Jorge,
97,"[[' '], ['\n            Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de IMPRESCINDIBLE TM 31 (THERMOMIX)\n      '], [' '], ['Nº de páginas:'], [' '], ['240'], ['Editorial:'], [' '], ['AUTOR-EDITOR'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa dura'], ['ISBN:'], [' '], ['9788461360161'], ['Año de edición:'], [' '], ['2010'], ['Plaza de edición:'], [' '], ['MADRID'], [' '], ['Fecha de lanzamiento:'], [' '], ['04/03/2010']]",David de Jorge,"Esta colección de más de 100 recetas de salsas dulces y saladas es perfecta para los menús de cada día o para sorprender a los invitados. En este libro encontrarás recetas tradicionales y modernas que añadirán sabor y color a tus platos. Esta guía esencial en todas las cocinas te enseñará a preparar salsas bechamel, mayonesa o pesto de la manera más sencilla. Encontrarás ideas para sazonar tus pastas, carnes y pescados con una deliciosa salsa de ajo y almendras, un sorprendente aliño de grosellas y jengibre o un suculento acompañamiento picante. Si lo que te gustan son los dulces, aprenderás a preparar salsas de chocolate o cremas de fruta."
